min_samples_leaf,max_features,cv_seed,folds,accuracy,macro_f1,balanced_accuracy,normal_recall,n_files,feature_family
1,sqrt,71,2,0.971428571428571,0.974598227202188,0.976190476190476,1,70,single_band_physics
1,sqrt,97,2,0.985714285714286,0.984622553588071,0.983333333333333,1,70,single_band_physics
1,0.25,11,2,0.957142857142857,0.9639661829317,0.962301587301587,1,70,single_band_physics
1,0.25,29,2,0.928571428571429,0.935343052466848,0.928968253968254,1,70,single_band_physics
1,0.25,42,2,0.914285714285714,0.922619047619048,0.915079365079365,1,70,single_band_physics
1,0.25,71,2,0.971428571428571,0.974598227202188,0.976190476190476,1,70,single_band_physics
1,0.25,97,2,0.971428571428571,0.974598227202188,0.976190476190476,1,70,single_band_physics
1,0.5,11,2,0.971428571428571,0.974598227202188,0.976190476190476,1,70,single_band_physics
1,0.5,29,2,0.914285714285714,0.922185157730006,0.915079365079365,1,70,single_band_physics
1,0.5,42,2,0.9,0.86468253968254,0.901190476190476,1,70,single_band_physics
1,0.5,71,2,0.957142857142857,0.9639661829317,0.962301587301587,1,70,single_band_physics
1,0.5,97,2,0.971428571428571,0.969444444444445,0.969444444444445,1,70,single_band_physics
1,0.75,11,2,0.942857142857143,0.906458675424193,0.948412698412698,1,70,single_band_physics
1,0.75,29,2,0.9,0.911036036036036,0.901190476190476,1,70,single_band_physics
1,0.75,42,2,0.914285714285714,0.875944556226246,0.915079365079365,1,70,single_band_physics
1,0.75,71,2,0.957142857142857,0.91748585166876,0.962301587301587,1,70,single_band_physics
1,0.75,97,2,0.971428571428571,0.969444444444445,0.969444444444445,1,70,single_band_physics
1,1.0,11,2,0.942857142857143,0.906458675424193,0.948412698412698,1,70,single_band_physics
1,1.0,29,2,0.9,0.911036036036036,0.901190476190476,1,70,single_band_physics
1,1.0,42,2,0.914285714285714,0.875944556226246,0.915079365079365,1,70,single_band_physics
1,1.0,71,2,0.957142857142857,0.91748585166876,0.962301587301587,1,70,single_band_physics
1,1.0,97,2,0.957142857142857,0.911904761904762,0.955555555555556,1,70,single_band_physics
2,sqrt,11,2,0.928571428571429,0.87366369262921,0.954761904761905,1,70,single_band_physics
2,sqrt,29,2,0.9,0.82492784992785,0.921428571428571,1,70,single_band_physics
2,sqrt,42,2,0.885714285714286,0.808653191006132,0.900793650793651,1,70,single_band_physics
2,sqrt,71,2,0.928571428571429,0.870536157687064,0.948015873015873,1,70,single_band_physics
2,sqrt,97,2,0.914285714285714,0.858532695374801,0.940873015873016,1,70,single_band_physics
2,0.25,11,2,0.914285714285714,0.842769148576771,0.940873015873016,1,70,single_band_physics
2,0.25,29,2,0.9,0.821834053177337,0.91468253968254,1,70,single_band_physics
2,0.25,42,2,0.885714285714286,0.808653191006132,0.900793650793651,1,70,single_band_physics
2,0.25,71,2,0.928571428571429,0.870536157687064,0.948015873015873,1,70,single_band_physics
2,0.25,97,2,0.928571428571429,0.868535699878983,0.948015873015873,1,70,single_band_physics
2,0.5,11,2,0.9,0.827797202797203,0.924206349206349,1,70,single_band_physics
2,0.5,29,2,0.885714285714286,0.800019425019425,0.907539682539683,1,70,single_band_physics
2,0.5,42,2,0.885714285714286,0.808653191006132,0.900793650793651,1,70,single_band_physics
2,0.5,71,2,0.914285714285714,0.840023847376789,0.931349206349206,1,70,single_band_physics
2,0.5,97,2,0.928571428571429,0.868535699878983,0.948015873015873,1,70,single_band_physics
2,0.75,11,2,0.9,0.827797202797203,0.924206349206349,1,70,single_band_physics
2,0.75,29,2,0.885714285714286,0.800019425019425,0.907539682539683,1,70,single_band_physics
2,0.75,42,2,0.885714285714286,0.808653191006132,0.900793650793651,1,70,single_band_physics
2,0.75,71,2,0.914285714285714,0.857787851982898,0.931349206349206,1,70,single_band_physics
2,0.75,97,2,0.9,0.821755278905014,0.920238095238095,1,70,single_band_physics
2,1.0,11,2,0.9,0.827797202797203,0.924206349206349,1,70,single_band_physics
2,1.0,29,2,0.885714285714286,0.800019425019425,0.907539682539683,1,70,single_band_physics
2,1.0,42,2,0.871428571428571,0.79592346683801,0.886904761904762,1,70,single_band_physics
2,1.0,71,2,0.9,0.818215870454676,0.924206349206349,1,70,single_band_physics
2,1.0,97,2,0.914285714285714,0.837218668561952,0.934126984126984,1,70,single_band_physics
3,sqrt,11,2,0.885714285714286,0.812369874529584,0.91031746031746,1,70,single_band_physics
3,sqrt,29,2,0.885714285714286,0.791866028708134,0.907539682539683,1,70,single_band_physics
3,sqrt,42,2,0.857142857142857,0.769447739275326,0.879761904761905,1,70,single_band_physics
3,sqrt,71,2,0.9,0.815675552517658,0.924206349206349,1,70,single_band_physics
3,sqrt,97,2,0.871428571428571,0.776461526461526,0.893650793650794,1,70,single_band_physics
3,0.25,11,2,0.885714285714286,0.812369874529584,0.91031746031746,1,70,single_band_physics
3,0.25,29,2,0.885714285714286,0.791866028708134,0.907539682539683,1,70,single_band_physics
3,0.25,42,2,0.857142857142857,0.769447739275326,0.879761904761905,1,70,single_band_physics
3,0.25,71,2,0.9,0.815675552517658,0.924206349206349,1,70,single_band_physics
3,0.25,97,2,0.885714285714286,0.798737373737374,0.91031746031746,1,70,single_band_physics
